customer_id,party_id,customer_number,customer_segment,lifecycle_stage,acquisition_date,risk_tier,engagement_score
CUST001116,PTY001116,CN-0001116,retail,inactive,2022-11-04,medium,88.48
CUST002638,PTY002638,CN-0002638,small_business,former,2021-12-29,high,0.73
CUST000674,PTY000674,CN-0000674,affluent,former,2025-08-08,high,62.59
CUST003521,PTY003521,CN-0003521,retail,inactive,2026-09-03,medium,53.63
CUST002969,PTY002969,CN-0002969,small_business,active,2021-05-05,low,94.96
CUST002399,PTY002399,CN-0002399,small_business,prospect,2018-03-17,low,50.86
CUST003750,PTY003750,CN-0003750,affluent,prospect,2024-05-18,very_high,43.85
CUST000464,PTY000464,CN-0000464,small_business,former,2024-11-24,medium,14.15
CUST000929,PTY000929,CN-0000929,retail,active,2021-07-24,very_high,40.99
CUST004178,PTY004178,CN-0004178,small_business,inactive,2021-06-09,very_high,92.33
CUST002587,PTY002587,CN-0002587,retail,active,2023-12-22,high,30.74
CUST000423,PTY000423,CN-0000423,small_business,former,2021-01-04,low,33.98
CUST003394,PTY003394,CN-0003394,small_business,lapsed,2024-01-04,very_high,62.78
CUST002040,PTY002040,CN-0002040,small_business,active,2022-02-12,high,71.03
CUST000515,PTY000515,CN-0000515,affluent,lapsed,2024-08-18,very_high,78.87
CUST003006,PTY003006,CN-0003006,affluent,prospect,2023-06-25,medium,73.7
CUST001606,PTY001606,CN-0001606,retail,inactive,2025-06-30,low,82.36
CUST001861,PTY001861,CN-0001861,affluent,lapsed,2026-06-03,very_high,90.08
CUST001609,PTY001609,CN-0001609,retail,inactive,2024-10-20,low,5.43
CUST001367,PTY001367,CN-0001367,affluent,former,2020-02-15,very_high,91.09
CUST002844,PTY002844,CN-0002844,small_business,former,2023-08-24,high,67.17
CUST001917,PTY001917,CN-0001917,affluent,prospect,2026-02-06,high,5.86
CUST004983,PTY004983,CN-0004983,affluent,prospect,2024-02-23,high,59.71
CUST002259,PTY002259,CN-0002259,affluent,inactive,2021-11-18,medium,71.74
CUST001614,PTY001614,CN-0001614,affluent,former,2018-08-27,very_high,72.6
CUST004288,PTY004288,CN-0004288,affluent,lapsed,2019-10-12,medium,27.45
CUST002382,PTY002382,CN-0002382,retail,lapsed,2025-01-13,low,79.44
CUST004118,PTY004118,CN-0004118,small_business,lapsed,2022-01-08,medium,0.01
CUST002841,PTY002841,CN-0002841,retail,active,2026-02-08,very_high,48.67
CUST004799,PTY004799,CN-0004799,small_business,lapsed,2020-02-19,low,7.25
CUST002696,PTY002696,CN-0002696,retail,inactive,2020-02-07,medium,16.82
CUST000755,PTY000755,CN-0000755,small_business,former,2019-04-06,low,85.61
CUST001007,PTY001007,CN-0001007,retail,prospect,2026-04-01,very_high,65.48
CUST003684,PTY003684,CN-0003684,retail,active,2021-10-10,medium,87.37
CUST004029,PTY004029,CN-0004029,retail,lapsed,2023-07-11,very_high,40.64
CUST004811,PTY004811,CN-0004811,retail,prospect,2018-05-06,medium,36.15
CUST000227,PTY000227,CN-0000227,small_business,lapsed,2025-12-31,low,43.21
CUST002384,PTY002384,CN-0002384,affluent,inactive,2019-05-04,very_high,23.57
CUST002328,PTY002328,CN-0002328,small_business,active,2023-05-16,medium,19.27
CUST001661,PTY001661,CN-0001661,small_business,former,2021-03-07,very_high,96.24
CUST004286,PTY004286,CN-0004286,retail,former,2025-02-18,medium,32.24
CUST000530,PTY000530,CN-0000530,affluent,former,2023-03-29,medium,56.38
CUST000411,PTY000411,CN-0000411,affluent,active,2025-01-28,medium,48.42
CUST002908,PTY002908,CN-0002908,small_business,former,2019-09-23,low,34.41
CUST000324,PTY000324,CN-0000324,retail,former,2018-12-13,medium,49.54
CUST001779,PTY001779,CN-0001779,affluent,active,2025-09-14,medium,46.66
CUST002932,PTY002932,CN-0002932,retail,former,2019-03-10,low,86.01
CUST002863,PTY002863,CN-0002863,small_business,prospect,2021-10-20,very_high,43.63
CUST002810,PTY002810,CN-0002810,affluent,former,2024-12-13,high,57.81
CUST004336,PTY004336,CN-0004336,small_business,active,2026-08-03,high,65.72
CUST000985,PTY000985,CN-0000985,retail,former,2021-11-02,medium,55.24
CUST000656,PTY000656,CN-0000656,affluent,former,2023-02-25,low,84.0
CUST004205,PTY004205,CN-0004205,retail,prospect,2025-10-12,high,34.37
CUST002581,PTY002581,CN-0002581,affluent,active,2019-08-29,low,92.46
CUST001472,PTY001472,CN-0001472,affluent,lapsed,2020-07-30,very_high,56.01
CUST003165,PTY003165,CN-0003165,retail,prospect,2020-04-26,high,34.25
CUST004435,PTY004435,CN-0004435,affluent,former,2022-02-16,medium,19.21
CUST002295,PTY002295,CN-0002295,retail,lapsed,2019-05-26,medium,12.11
CUST001657,PTY001657,CN-0001657,affluent,active,2024-10-14,medium,66.23
CUST001115,PTY001115,CN-0001115,small_business,active,2025-07-18,high,36.03
CUST002745,PTY002745,CN-0002745,small_business,prospect,2022-12-07,medium,38.28
CUST001471,PTY001471,CN-0001471,retail,inactive,2024-07-09,medium,90.08
CUST003314,PTY003314,CN-0003314,retail,inactive,2020-04-06,medium,91.21
CUST000901,PTY000901,CN-0000901,retail,former,2023-07-22,high,4.52
CUST000442,PTY000442,CN-0000442,retail,former,2023-02-23,medium,96.93
CUST004464,PTY004464,CN-0004464,small_business,lapsed,2019-10-27,very_high,59.44
CUST001855,PTY001855,CN-0001855,retail,lapsed,2020-12-17,high,2.63
CUST003303,PTY003303,CN-0003303,small_business,former,2021-08-14,medium,68.44
CUST004838,PTY004838,CN-0004838,small_business,inactive,2020-11-07,low,6.43
CUST003321,PTY003321,CN-0003321,small_business,active,2024-10-29,medium,21.26
CUST004880,PTY004880,CN-0004880,retail,prospect,2020-06-21,low,74.82
CUST001757,PTY001757,CN-0001757,retail,former,2022-12-08,high,33.11
CUST001488,PTY001488,CN-0001488,affluent,former,2026-05-24,high,98.84
CUST000597,PTY000597,CN-0000597,retail,former,2024-04-03,low,31.96
CUST001621,PTY001621,CN-0001621,small_business,former,2019-06-28,medium,20.26
CUST004947,PTY004947,CN-0004947,small_business,inactive,2019-12-11,medium,89.77
CUST003557,PTY003557,CN-0003557,retail,prospect,2019-04-21,low,58.3
CUST003986,PTY003986,CN-0003986,small_business,inactive,2020-06-06,low,8.09
CUST004023,PTY004023,CN-0004023,affluent,former,2026-03-06,low,83.26
CUST001595,PTY001595,CN-0001595,small_business,inactive,2024-03-05,very_high,34.47
CUST004821,PTY004821,CN-0004821,retail,active,2026-01-13,low,76.2
CUST004372,PTY004372,CN-0004372,affluent,prospect,2020-08-26,medium,44.52
CUST002339,PTY002339,CN-0002339,retail,inactive,2024-11-01,low,70.58
CUST002287,PTY002287,CN-0002287,small_business,inactive,2022-10-13,very_high,7.99
CUST004513,PTY004513,CN-0004513,retail,former,2018-03-28,very_high,73.06
CUST004747,PTY004747,CN-0004747,small_business,former,2026-07-31,high,44.03
CUST003770,PTY003770,CN-0003770,affluent,former,2020-07-05,low,95.01
CUST001622,PTY001622,CN-0001622,retail,former,2022-07-02,very_high,46.43
CUST002090,PTY002090,CN-0002090,affluent,prospect,2022-09-07,high,31.95
CUST001083,PTY001083,CN-0001083,retail,prospect,2020-04-22,medium,83.29
CUST004950,PTY004950,CN-0004950,small_business,active,2018-08-10,medium,49.1
CUST001020,PTY001020,CN-0001020,affluent,inactive,2022-04-12,medium,36.57
CUST002454,PTY002454,CN-0002454,affluent,inactive,2025-01-29,high,17.7
CUST000783,PTY000783,CN-0000783,affluent,prospect,2022-01-25,low,37.45
CUST001499,PTY001499,CN-0001499,retail,active,2024-04-25,low,14.93
CUST001311,PTY001311,CN-0001311,affluent,active,2022-02-11,high,66.61
