customer_id,party_id,customer_number,customer_segment,lifecycle_stage,acquisition_date,risk_tier,engagement_score
CUST001492,PTY001492,CN-0001492,affluent,prospect,2024-06-18,low,49.11
CUST000229,PTY000229,CN-0000229,retail,former,2021-12-23,high,42.26
CUST002139,PTY002139,CN-0002139,retail,former,2023-11-19,high,72.28
CUST000818,PTY000818,CN-0000818,retail,active,2018-04-16,medium,2.41
CUST001111,PTY001111,CN-0001111,small_business,lapsed,2022-02-13,medium,54.46
CUST000711,PTY000711,CN-0000711,small_business,active,2023-09-30,medium,99.57
CUST000665,PTY000665,CN-0000665,retail,former,2020-07-21,low,46.43
CUST000747,PTY000747,CN-0000747,retail,prospect,2022-09-14,low,74.2
CUST000256,PTY000256,CN-0000256,affluent,prospect,2026-04-26,high,47.62
CUST002305,PTY002305,CN-0002305,affluent,lapsed,2021-07-13,very_high,19.92
CUST003143,PTY003143,CN-0003143,affluent,inactive,2018-01-22,high,41.35
CUST003170,PTY003170,CN-0003170,affluent,former,2018-06-24,medium,97.9
CUST001527,PTY001527,CN-0001527,small_business,lapsed,2019-07-04,medium,67.37
CUST003747,PTY003747,CN-0003747,retail,former,2025-05-15,medium,48.37
CUST003258,PTY003258,CN-0003258,small_business,active,2023-07-12,high,21.83
CUST000485,PTY000485,CN-0000485,retail,inactive,2023-08-12,low,37.73
CUST003610,PTY003610,CN-0003610,affluent,prospect,2021-03-24,low,55.06
CUST001573,PTY001573,CN-0001573,affluent,prospect,2024-05-01,low,80.33
CUST003944,PTY003944,CN-0003944,small_business,lapsed,2024-11-24,low,88.66
CUST001706,PTY001706,CN-0001706,small_business,active,2018-01-28,medium,23.5
CUST004300,PTY004300,CN-0004300,retail,former,2020-02-25,low,57.56
CUST003894,PTY003894,CN-0003894,small_business,inactive,2018-09-02,medium,59.59
CUST002727,PTY002727,CN-0002727,small_business,former,2018-10-14,very_high,90.48
CUST000725,PTY000725,CN-0000725,retail,active,2019-08-31,very_high,10.09
CUST003004,PTY003004,CN-0003004,affluent,lapsed,2018-05-14,high,47.7
CUST002648,PTY002648,CN-0002648,retail,lapsed,2019-08-14,medium,26.5
CUST002618,PTY002618,CN-0002618,affluent,lapsed,2018-03-30,high,41.84
CUST000450,PTY000450,CN-0000450,retail,inactive,2025-01-24,very_high,20.77
CUST001873,PTY001873,CN-0001873,affluent,lapsed,2023-08-09,high,79.15
CUST001743,PTY001743,CN-0001743,small_business,lapsed,2025-03-28,medium,45.72
CUST000465,PTY000465,CN-0000465,affluent,inactive,2023-11-14,medium,51.94
CUST004321,PTY004321,CN-0004321,retail,former,2022-05-02,medium,21.75
CUST004618,PTY004618,CN-0004618,affluent,inactive,2021-07-11,very_high,50.1
CUST002691,PTY002691,CN-0002691,affluent,former,2026-02-22,very_high,39.3
CUST002029,PTY002029,CN-0002029,small_business,inactive,2019-04-28,high,29.08
CUST003928,PTY003928,CN-0003928,retail,inactive,2020-08-16,high,24.05
CUST001007,PTY001007,CN-0001007,retail,inactive,2026-04-01,medium,65.48
CUST002312,PTY002312,CN-0002312,small_business,inactive,2019-10-22,medium,42.66
CUST001832,PTY001832,CN-0001832,retail,inactive,2025-07-11,low,15.66
CUST001115,PTY001115,CN-0001115,small_business,inactive,2025-07-18,low,36.03
CUST000377,PTY000377,CN-0000377,small_business,former,2019-05-03,very_high,59.15
CUST001439,PTY001439,CN-0001439,affluent,lapsed,2023-04-17,medium,32.47
CUST004037,PTY004037,CN-0004037,retail,lapsed,2025-03-18,low,42.6
CUST001077,PTY001077,CN-0001077,affluent,lapsed,2019-09-16,medium,26.56
CUST001597,PTY001597,CN-0001597,small_business,lapsed,2023-05-28,low,76.65
CUST001753,PTY001753,CN-0001753,small_business,active,2022-05-30,very_high,57.1
CUST001168,PTY001168,CN-0001168,affluent,prospect,2026-05-17,low,37.19
CUST001503,PTY001503,CN-0001503,small_business,former,2018-08-06,very_high,41.02
CUST003591,PTY003591,CN-0003591,small_business,prospect,2018-02-01,medium,19.22
CUST000735,PTY000735,CN-0000735,retail,prospect,2020-05-08,low,74.97
CUST004917,PTY004917,CN-0004917,small_business,lapsed,2019-04-11,high,19.46
CUST002270,PTY002270,CN-0002270,affluent,former,2021-03-20,medium,57.09
CUST000759,PTY000759,CN-0000759,affluent,active,2026-05-25,high,21.93
CUST002084,PTY002084,CN-0002084,affluent,inactive,2021-04-23,high,5.4
CUST001812,PTY001812,CN-0001812,affluent,prospect,2021-06-16,very_high,44.28
CUST004340,PTY004340,CN-0004340,retail,prospect,2025-10-13,low,34.58
CUST004489,PTY004489,CN-0004489,small_business,active,2020-02-21,very_high,32.31
CUST000248,PTY000248,CN-0000248,affluent,former,2021-06-27,medium,62.37
CUST003711,PTY003711,CN-0003711,small_business,prospect,2021-11-13,medium,85.8
CUST003818,PTY003818,CN-0003818,affluent,former,2023-11-26,medium,6.6
CUST002320,PTY002320,CN-0002320,small_business,inactive,2020-11-24,medium,28.51
CUST004830,PTY004830,CN-0004830,affluent,inactive,2026-05-13,medium,0.28
CUST002180,PTY002180,CN-0002180,small_business,prospect,2022-11-03,medium,60.47
CUST004352,PTY004352,CN-0004352,affluent,inactive,2018-03-14,high,48.6
CUST003716,PTY003716,CN-0003716,small_business,prospect,2020-03-01,high,69.34
CUST001165,PTY001165,CN-0001165,small_business,active,2024-02-15,low,47.79
CUST004685,PTY004685,CN-0004685,retail,inactive,2023-03-06,high,30.02
CUST003907,PTY003907,CN-0003907,affluent,active,2025-09-13,very_high,82.44
CUST004502,PTY004502,CN-0004502,affluent,inactive,2019-01-17,high,56.02
CUST002921,PTY002921,CN-0002921,retail,inactive,2021-02-12,very_high,38.39
CUST004018,PTY004018,CN-0004018,retail,former,2025-09-09,low,8.2
CUST002108,PTY002108,CN-0002108,affluent,prospect,2023-06-18,very_high,64.41
CUST004294,PTY004294,CN-0004294,affluent,former,2021-01-03,high,78.71
CUST000991,PTY000991,CN-0000991,retail,lapsed,2018-11-05,low,73.65
CUST001208,PTY001208,CN-0001208,retail,inactive,2022-01-20,low,27.74
CUST000660,PTY000660,CN-0000660,small_business,active,2018-08-18,medium,24.47
CUST000671,PTY000671,CN-0000671,small_business,lapsed,2020-10-28,very_high,49.26
CUST001504,PTY001504,CN-0001504,affluent,prospect,2024-11-20,high,78.65
CUST002030,PTY002030,CN-0002030,affluent,active,2019-01-05,very_high,48.83
CUST004427,PTY004427,CN-0004427,retail,lapsed,2019-02-13,very_high,57.96
CUST001127,PTY001127,CN-0001127,affluent,inactive,2021-12-09,very_high,22.58
CUST004389,PTY004389,CN-0004389,affluent,former,2020-12-19,very_high,14.15
CUST004897,PTY004897,CN-0004897,small_business,active,2023-07-29,very_high,37.84
CUST003535,PTY003535,CN-0003535,retail,inactive,2024-03-05,very_high,22.07
CUST002485,PTY002485,CN-0002485,affluent,prospect,2024-01-07,low,29.3
CUST000235,PTY000235,CN-0000235,retail,lapsed,2022-11-25,medium,69.41
CUST002411,PTY002411,CN-0002411,small_business,active,2021-08-14,high,15.16
CUST003256,PTY003256,CN-0003256,small_business,former,2022-05-31,very_high,67.34
CUST001622,PTY001622,CN-0001622,retail,prospect,2022-07-02,very_high,46.43
CUST003060,PTY003060,CN-0003060,retail,former,2023-01-13,low,5.44
CUST000529,PTY000529,CN-0000529,retail,prospect,2018-05-09,high,47.52
CUST001721,PTY001721,CN-0001721,retail,prospect,2023-05-23,low,63.34
CUST004271,PTY004271,CN-0004271,affluent,prospect,2019-01-16,low,21.51
CUST002165,PTY002165,CN-0002165,retail,lapsed,2025-08-26,very_high,93.49
CUST001187,PTY001187,CN-0001187,affluent,former,2023-04-09,high,75.74
CUST001367,PTY001367,CN-0001367,affluent,lapsed,2020-02-15,high,91.09
CUST004052,PTY004052,CN-0004052,small_business,former,2024-09-16,low,9.77
CUST002959,PTY002959,CN-0002959,retail,lapsed,2019-11-26,medium,8.72
CUST004760,PTY004760,CN-0004760,retail,lapsed,2024-12-19,low,0.71
CUST003895,PTY003895,CN-0003895,small_business,active,2023-12-20,very_high,16.52
CUST001480,PTY001480,CN-0001480,affluent,prospect,2026-01-31,medium,73.77
CUST002913,PTY002913,CN-0002913,small_business,prospect,2019-10-27,very_high,39.41
CUST002087,PTY002087,CN-0002087,affluent,prospect,2021-01-02,high,99.82
CUST001819,PTY001819,CN-0001819,small_business,prospect,2022-06-21,low,48.9
CUST002379,PTY002379,CN-0002379,affluent,active,2021-07-21,very_high,38.53
CUST002378,PTY002378,CN-0002378,affluent,lapsed,2021-10-22,low,17.99
CUST001919,PTY001919,CN-0001919,affluent,inactive,2022-04-12,low,11.34
CUST004255,PTY004255,CN-0004255,small_business,active,2025-09-18,medium,9.38
CUST004959,PTY004959,CN-0004959,retail,former,2021-11-04,high,21.75
CUST000933,PTY000933,CN-0000933,small_business,former,2018-08-28,high,85.7
CUST004053,PTY004053,CN-0004053,affluent,former,2020-05-01,low,31.83
CUST004789,PTY004789,CN-0004789,affluent,prospect,2026-03-08,high,87.21
CUST001126,PTY001126,CN-0001126,affluent,inactive,2022-06-06,low,21.91
CUST003998,PTY003998,CN-0003998,small_business,inactive,2023-11-20,medium,82.32
CUST002380,PTY002380,CN-0002380,affluent,lapsed,2026-07-03,low,91.49
CUST002207,PTY002207,CN-0002207,small_business,former,2020-01-30,very_high,32.31
CUST003864,PTY003864,CN-0003864,retail,lapsed,2024-08-12,medium,10.17
CUST001518,PTY001518,CN-0001518,small_business,prospect,2022-05-18,low,15.67
CUST001862,PTY001862,CN-0001862,retail,lapsed,2019-04-04,low,73.1
CUST002593,PTY002593,CN-0002593,small_business,active,2018-10-13,high,20.56
CUST000340,PTY000340,CN-0000340,small_business,lapsed,2022-12-23,low,0.89
CUST004375,PTY004375,CN-0004375,small_business,active,2024-08-31,very_high,5.78
CUST003863,PTY003863,CN-0003863,retail,inactive,2025-01-09,high,77.39
CUST002398,PTY002398,CN-0002398,small_business,active,2021-04-02,low,87.72
CUST000245,PTY000245,CN-0000245,affluent,active,2019-05-13,high,70.16
CUST003087,PTY003087,CN-0003087,retail,prospect,2026-06-15,very_high,78.98
CUST000217,PTY000217,CN-0000217,affluent,former,2018-06-18,low,83.42
CUST003204,PTY003204,CN-0003204,small_business,former,2023-03-14,low,93.44
CUST001145,PTY001145,CN-0001145,affluent,former,2021-06-22,high,21.66
CUST004497,PTY004497,CN-0004497,retail,prospect,2021-05-24,low,80.07
CUST002330,PTY002330,CN-0002330,affluent,inactive,2023-04-20,medium,3.73
CUST004700,PTY004700,CN-0004700,retail,inactive,2023-01-19,high,41.41
CUST001239,PTY001239,CN-0001239,retail,inactive,2019-10-13,medium,25.04
CUST003288,PTY003288,CN-0003288,retail,prospect,2025-02-22,low,71.51
CUST004304,PTY004304,CN-0004304,affluent,lapsed,2022-08-08,medium,43.59
CUST004794,PTY004794,CN-0004794,affluent,active,2022-05-11,high,53.06
CUST001589,PTY001589,CN-0001589,small_business,inactive,2020-06-21,medium,65.02
CUST004500,PTY004500,CN-0004500,retail,former,2020-01-10,very_high,16.88
CUST003148,PTY003148,CN-0003148,small_business,active,2020-02-28,low,55.83
CUST001695,PTY001695,CN-0001695,retail,lapsed,2018-06-04,medium,21.02
CUST001379,PTY001379,CN-0001379,affluent,inactive,2019-01-29,high,59.29
CUST000299,PTY000299,CN-0000299,retail,lapsed,2023-05-16,low,10.41
CUST004293,PTY004293,CN-0004293,small_business,former,2024-12-09,medium,33.46
CUST000944,PTY000944,CN-0000944,small_business,lapsed,2022-09-21,very_high,44.39
CUST004048,PTY004048,CN-0004048,affluent,active,2018-10-13,very_high,32.27
CUST000958,PTY000958,CN-0000958,affluent,active,2026-07-24,low,67.62
CUST003655,PTY003655,CN-0003655,affluent,lapsed,2020-09-07,high,37.37
CUST002599,PTY002599,CN-0002599,small_business,former,2021-04-10,very_high,8.59
CUST004243,PTY004243,CN-0004243,affluent,active,2025-03-28,low,55.89
CUST003369,PTY003369,CN-0003369,affluent,lapsed,2020-09-01,high,18.04
CUST004886,PTY004886,CN-0004886,affluent,prospect,2023-07-27,low,78.18
CUST004358,PTY004358,CN-0004358,retail,active,2021-05-16,high,25.16
CUST004085,PTY004085,CN-0004085,affluent,former,2022-04-15,medium,58.31
CUST000125,PTY000125,CN-0000125,affluent,former,2025-01-29,very_high,11.72
CUST000787,PTY000787,CN-0000787,small_business,former,2023-11-08,very_high,32.19
CUST003828,PTY003828,CN-0003828,affluent,prospect,2021-11-29,very_high,89.41
CUST004916,PTY004916,CN-0004916,retail,active,2023-01-24,high,4.1
CUST004988,PTY004988,CN-0004988,retail,prospect,2019-12-25,low,14.86
CUST003121,PTY003121,CN-0003121,small_business,prospect,2023-06-08,medium,62.24
CUST002101,PTY002101,CN-0002101,retail,prospect,2018-05-09,high,50.65
CUST002925,PTY002925,CN-0002925,small_business,active,2019-02-14,high,72.25
CUST002753,PTY002753,CN-0002753,small_business,lapsed,2023-09-18,high,70.36
CUST000943,PTY000943,CN-0000943,affluent,lapsed,2019-05-28,medium,94.19
CUST000303,PTY000303,CN-0000303,retail,prospect,2026-04-11,medium,5.21
CUST001078,PTY001078,CN-0001078,affluent,lapsed,2022-03-14,medium,83.48
CUST001422,PTY001422,CN-0001422,retail,active,2021-03-22,low,17.71
CUST002100,PTY002100,CN-0002100,retail,inactive,2024-06-29,very_high,34.82
CUST002431,PTY002431,CN-0002431,affluent,lapsed,2022-06-24,medium,59.58
CUST004711,PTY004711,CN-0004711,affluent,former,2022-05-30,high,8.9
CUST001810,PTY001810,CN-0001810,affluent,active,2018-03-11,very_high,95.66
CUST001975,PTY001975,CN-0001975,small_business,active,2019-12-07,medium,91.68
CUST004739,PTY004739,CN-0004739,affluent,inactive,2026-04-18,low,23.54
CUST004009,PTY004009,CN-0004009,small_business,inactive,2022-05-10,very_high,59.32
CUST000464,PTY000464,CN-0000464,small_business,former,2024-11-24,low,14.15
