customer_id,party_id,customer_number,customer_segment,lifecycle_stage,acquisition_date,risk_tier,engagement_score
CUST000036,PTY000036,CN-0000036,retail,active,2021-07-12,low,98.05
CUST000037,PTY000037,CN-0000037,small_business,active,2026-06-06,medium,31.45
CUST000038,PTY000038,CN-0000038,affluent,active,2022-05-20,medium,70.27
CUST000039,PTY000039,CN-0000039,small_business,active,2019-02-03,low,50.22
CUST000040,PTY000040,CN-0000040,retail,prospect,2026-09-10,very_high,47.7
CUST000041,PTY000041,CN-0000041,small_business,active,2018-06-03,medium,68.24
CUST000042,PTY000042,CN-0000042,affluent,prospect,2018-11-19,medium,88.44
CUST000043,PTY000043,CN-0000043,affluent,active,2025-08-23,medium,99.34
CUST000044,PTY000044,CN-0000044,affluent,lapsed,2023-08-17,high,44.75
CUST000045,PTY000045,CN-0000045,small_business,active,2019-06-22,high,62.35
CUST000046,PTY000046,CN-0000046,retail,lapsed,2022-10-31,very_high,23.91
CUST000047,PTY000047,CN-0000047,affluent,prospect,2024-11-05,medium,56.69
CUST000048,PTY000048,CN-0000048,retail,former,2023-07-31,low,14.26
CUST000049,PTY000049,CN-0000049,affluent,former,2021-06-21,low,49.89
CUST000050,PTY000050,CN-0000050,small_business,active,2023-02-06,high,16.15
CUST000051,PTY000051,CN-0000051,affluent,active,2021-02-21,high,8.92
CUST000052,PTY000052,CN-0000052,affluent,former,2020-01-04,very_high,25.79
CUST000053,PTY000053,CN-0000053,small_business,former,2023-04-23,very_high,65.03
CUST000054,PTY000054,CN-0000054,retail,inactive,2019-07-30,very_high,3.96
CUST000055,PTY000055,CN-0000055,small_business,active,2021-03-20,medium,44.08
CUST000056,PTY000056,CN-0000056,affluent,active,2023-10-01,high,8.35
CUST000057,PTY000057,CN-0000057,affluent,active,2022-08-20,high,87.74
CUST000058,PTY000058,CN-0000058,retail,inactive,2025-08-27,low,74.1
CUST000059,PTY000059,CN-0000059,affluent,former,2020-09-29,low,15.46
CUST000060,PTY000060,CN-0000060,small_business,active,2019-03-08,medium,57.01
CUST000061,PTY000061,CN-0000061,retail,active,2018-10-26,very_high,66.92
CUST000062,PTY000062,CN-0000062,small_business,active,2021-11-30,very_high,10.91
CUST000063,PTY000063,CN-0000063,affluent,prospect,2020-01-09,very_high,76.82
CUST000064,PTY000064,CN-0000064,small_business,active,2020-03-28,low,31.73
CUST000065,PTY000065,CN-0000065,small_business,active,2024-10-11,very_high,11.43
CUST000066,PTY000066,CN-0000066,retail,inactive,2023-02-05,medium,94.85
CUST000067,PTY000067,CN-0000067,affluent,active,2019-08-20,high,56.82
CUST000068,PTY000068,CN-0000068,small_business,prospect,2024-09-28,high,78.96
CUST000069,PTY000069,CN-0000069,retail,prospect,2023-04-24,medium,86.8
CUST000070,PTY000070,CN-0000070,affluent,active,2026-07-05,high,25.21
CUST000071,PTY000071,CN-0000071,retail,active,2019-12-23,low,27.39
CUST000072,PTY000072,CN-0000072,small_business,former,2018-12-01,very_high,87.13
CUST000073,PTY000073,CN-0000073,retail,lapsed,2023-11-20,high,18.41
CUST000074,PTY000074,CN-0000074,retail,active,2018-08-09,high,96.34
CUST000075,PTY000075,CN-0000075,retail,active,2021-05-01,high,94.19
CUST000076,PTY000076,CN-0000076,small_business,inactive,2023-05-27,medium,96.56
CUST000077,PTY000077,CN-0000077,small_business,lapsed,2022-11-25,very_high,82.3
CUST000078,PTY000078,CN-0000078,affluent,active,2024-04-16,low,72.27
CUST000079,PTY000079,CN-0000079,affluent,active,2024-06-27,high,66.41
CUST000080,PTY000080,CN-0000080,affluent,former,2026-03-27,high,1.42
CUST000081,PTY000081,CN-0000081,retail,active,2023-02-22,high,11.36
CUST000082,PTY000082,CN-0000082,small_business,active,2025-07-23,low,98.82
CUST000083,PTY000083,CN-0000083,affluent,active,2019-05-30,low,3.65
CUST000084,PTY000084,CN-0000084,retail,active,2026-05-13,medium,60.09
CUST000085,PTY000085,CN-0000085,small_business,active,2020-06-04,medium,97.17
CUST000086,PTY000086,CN-0000086,retail,active,2024-06-20,high,1.62
CUST000087,PTY000087,CN-0000087,affluent,former,2021-06-11,low,69.93
CUST000088,PTY000088,CN-0000088,small_business,active,2025-04-11,very_high,35.17
CUST000089,PTY000089,CN-0000089,small_business,inactive,2024-01-31,high,11.34
CUST000090,PTY000090,CN-0000090,small_business,active,2019-12-22,high,17.69
CUST000091,PTY000091,CN-0000091,retail,inactive,2024-09-02,very_high,38.16
CUST000092,PTY000092,CN-0000092,affluent,lapsed,2025-05-25,very_high,63.41
CUST000093,PTY000093,CN-0000093,affluent,former,2025-11-15,low,99.54
CUST000094,PTY000094,CN-0000094,retail,lapsed,2019-03-02,low,61.63
CUST000095,PTY000095,CN-0000095,retail,active,2022-08-12,low,63.35
CUST000096,PTY000096,CN-0000096,affluent,former,2023-08-24,low,66.77
CUST000097,PTY000097,CN-0000097,retail,active,2022-09-19,very_high,55.16
CUST000098,PTY000098,CN-0000098,retail,former,2019-04-14,very_high,95.06
CUST000099,PTY000099,CN-0000099,small_business,active,2021-12-07,very_high,0.76
CUST000100,PTY000100,CN-0000100,retail,inactive,2022-03-15,high,26.76
