claim_id,claim_number,policy_id,customer_id,policy_coverage_id,loss_date,report_date,claim_status,loss_cause,paid_amount,reserve_amount
CLM000183,CN-00000183,POL000283,CUST002496,COV000183,2024-12-27,2025-01-07,closed,fire,539.22,104.71
CLM000184,CN-00000184,POL000284,CUST003683,COV000184,2024-04-14,2024-04-18,subrogation,fire,193.75,31.8
CLM000185,CN-00000185,POL000285,CUST003417,COV000185,2025-11-23,2025-11-24,closed,other,175.61,38.4
CLM000186,CN-00000186,POL000286,CUST003190,COV000186,2024-04-27,2024-05-03,subrogation,water_damage,754.89,9.5
CLM000187,CN-00000187,POL000287,CUST003154,COV000187,2026-08-09,2026-08-15,closed,fire,95.95,8.31
CLM000188,CN-00000188,POL000288,CUST003852,COV000188,2024-04-10,2024-04-23,closed,weather,281.94,49.62
CLM000189,CN-00000189,POL000289,CUST004251,COV000189,2024-04-14,2024-04-17,open,collision,894.75,242.33
CLM000190,CN-00000190,POL000290,CUST004071,COV000190,2024-01-11,2024-01-18,denied,liability,653.27,58.37
CLM000191,CN-00000191,POL000291,CUST000260,COV000191,2026-01-18,2026-01-24,closed,other,167.83,20.45
CLM000192,CN-00000192,POL000292,CUST004148,COV000192,2024-10-25,2024-11-01,closed,theft,622.85,17.05
CLM000193,CN-00000193,POL000293,CUST004721,COV000193,2026-08-06,2026-08-19,denied,fire,379.18,38.08
CLM000194,CN-00000194,POL000294,CUST003361,COV000194,2024-09-06,2024-09-11,closed,liability,795.11,14.84
CLM000195,CN-00000195,POL000295,CUST002719,COV000195,2026-04-06,2026-04-07,open,fire,908.99,120.52
CLM000196,CN-00000196,POL000296,CUST003155,COV000196,2024-10-11,2024-10-17,closed,liability,855.63,98.42
CLM000197,CN-00000197,POL000297,CUST001177,COV000197,2025-08-07,2025-08-20,closed,theft,77.07,10.46
CLM000198,CN-00000198,POL000298,CUST004606,COV000198,2026-02-28,2026-03-07,reopened,other,461.29,87.35
CLM000199,CN-00000199,POL000299,CUST004772,COV000199,2025-08-06,2025-08-09,closed,theft,892.06,174.89
CLM000200,CN-00000200,POL000300,CUST002849,COV000200,2025-06-21,2025-07-01,closed,weather,643.96,50.39
CLM000201,CN-00000201,POL000301,CUST001859,COV000201,2026-03-15,2026-03-26,closed,other,209.3,3.84
CLM000202,CN-00000202,POL000302,CUST004339,COV000202,2024-02-21,2024-03-01,denied,weather,908.91,35.45
CLM000203,CN-00000203,POL000303,CUST001010,COV000203,2025-07-23,2025-07-26,closed,water_damage,701.99,103.34
CLM000204,CN-00000204,POL000304,CUST000783,COV000204,2026-04-30,2026-05-02,denied,collision,688.14,199.8
CLM000205,CN-00000205,POL000305,CUST002227,COV000205,2024-08-10,2024-08-17,closed,water_damage,269.01,19.01
CLM000206,CN-00000206,POL000306,CUST001008,COV000206,2026-09-10,2026-09-10,open,collision,168.83,25.44
CLM000207,CN-00000207,POL000307,CUST004975,COV000207,2026-08-16,2026-08-26,open,theft,588.37,80.81
CLM000208,CN-00000208,POL000308,CUST004603,COV000208,2025-07-01,2025-07-08,closed,theft,631.35,147.02
CLM000209,CN-00000209,POL000309,CUST001689,COV000209,2025-09-11,2025-09-18,closed,other,268.53,61.43
CLM000210,CN-00000210,POL000310,CUST004909,COV000210,2024-12-30,2024-12-31,closed,theft,568.57,133.49
CLM000211,CN-00000211,POL000311,CUST003368,COV000211,2024-01-29,2024-02-11,closed,water_damage,86.94,4.81
CLM000212,CN-00000212,POL000312,CUST003001,COV000212,2025-01-06,2025-01-07,reopened,weather,992.76,200.47
CLM000213,CN-00000213,POL000313,CUST003968,COV000213,2024-06-26,2024-07-06,closed,fire,282.69,30.22
CLM000214,CN-00000214,POL000314,CUST004809,COV000214,2025-08-04,2025-08-09,open,weather,522.05,56.14
CLM000215,CN-00000215,POL000315,CUST004060,COV000215,2025-06-18,2025-06-28,closed,water_damage,881.74,160.61
CLM000216,CN-00000216,POL000316,CUST000876,COV000216,2024-04-09,2024-04-10,denied,fire,809.54,71.81
CLM000217,CN-00000217,POL000317,CUST001293,COV000217,2024-06-07,2024-06-16,closed,water_damage,355.93,63.28
CLM000218,CN-00000218,POL000318,CUST000816,COV000218,2026-05-27,2026-06-01,denied,fire,467.39,84.04
CLM000219,CN-00000219,POL000319,CUST003935,COV000219,2026-04-07,2026-04-15,closed,liability,998.91,140.27
CLM000220,CN-00000220,POL000320,CUST004716,COV000220,2025-11-13,2025-11-18,reopened,collision,298.08,75.34
CLM000221,CN-00000221,POL000321,CUST002669,COV000221,2024-04-24,2024-04-25,closed,other,306.94,81.2
CLM000222,CN-00000222,POL000322,CUST004977,COV000222,2025-05-23,2025-06-06,open,theft,147.23,23.26
CLM000223,CN-00000223,POL000323,CUST003991,COV000223,2026-06-02,2026-06-16,subrogation,fire,357.02,84.63
CLM000224,CN-00000224,POL000324,CUST001376,COV000224,2025-12-20,2025-12-22,open,collision,178.31,27.24
CLM000225,CN-00000225,POL000325,CUST000589,COV000225,2025-01-15,2025-01-15,closed,liability,580.0,77.08
CLM000226,CN-00000226,POL000326,CUST003449,COV000226,2024-01-05,2024-01-12,subrogation,other,260.68,16.47
CLM000227,CN-00000227,POL000327,CUST003146,COV000227,2025-03-06,2025-03-19,subrogation,other,528.97,130.87
CLM000228,CN-00000228,POL000328,CUST003571,COV000228,2026-02-16,2026-02-24,closed,water_damage,219.66,40.13
CLM000229,CN-00000229,POL000329,CUST002875,COV000229,2025-08-07,2025-08-19,closed,water_damage,906.99,258.35
CLM000230,CN-00000230,POL000330,CUST000242,COV000230,2024-12-11,2024-12-13,closed,theft,855.96,6.74
CLM000231,CN-00000231,POL000331,CUST000455,COV000231,2024-04-27,2024-05-10,reopened,fire,397.53,28.96
CLM000232,CN-00000232,POL000332,CUST002646,COV000232,2026-05-18,2026-05-18,closed,fire,600.91,166.11
CLM000233,CN-00000233,POL000333,CUST000934,COV000233,2025-12-26,2026-01-08,denied,collision,659.8,2.8
CLM000234,CN-00000234,POL000334,CUST001366,COV000234,2024-12-10,2024-12-14,closed,weather,533.93,134.14
CLM000235,CN-00000235,POL000335,CUST000099,COV000235,2025-09-28,2025-10-04,closed,collision,380.76,64.64
CLM000236,CN-00000236,POL000336,CUST002728,COV000236,2025-12-31,2026-01-06,closed,theft,420.19,27.08
CLM000237,CN-00000237,POL000337,CUST003634,COV000237,2026-01-26,2026-01-31,closed,liability,792.89,11.34
CLM000238,CN-00000238,POL000338,CUST003050,COV000238,2024-03-16,2024-03-22,subrogation,fire,123.49,15.38
CLM000239,CN-00000239,POL000339,CUST002850,COV000239,2026-06-20,2026-06-23,reopened,collision,113.44,24.43
CLM000240,CN-00000240,POL000340,CUST003060,COV000240,2025-03-12,2025-03-12,denied,liability,562.37,68.28
CLM000241,CN-00000241,POL000341,CUST001038,COV000241,2025-05-28,2025-06-08,closed,other,665.21,87.38
CLM000242,CN-00000242,POL000342,CUST001420,COV000242,2025-11-12,2025-11-14,closed,weather,731.03,138.33
CLM000243,CN-00000243,POL000343,CUST002020,COV000243,2025-10-10,2025-10-20,closed,liability,375.29,93.15
CLM000244,CN-00000244,POL000344,CUST002834,COV000244,2025-10-22,2025-10-23,closed,liability,693.89,127.41
CLM000245,CN-00000245,POL000345,CUST002976,COV000245,2024-02-03,2024-02-06,reopened,other,338.2,84.27
CLM000246,CN-00000246,POL000346,CUST002741,COV000246,2026-04-15,2026-04-29,closed,theft,795.07,137.52
CLM000247,CN-00000247,POL000347,CUST002058,COV000247,2024-06-23,2024-07-02,subrogation,theft,629.69,81.54
CLM000248,CN-00000248,POL000348,CUST004035,COV000248,2024-01-16,2024-01-18,closed,liability,808.67,156.51
CLM000249,CN-00000249,POL000349,CUST000731,COV000249,2025-05-24,2025-05-29,closed,other,759.47,142.44
CLM000250,CN-00000250,POL000350,CUST003536,COV000250,2024-01-10,2024-01-16,closed,water_damage,359.87,55.92
CLM000251,CN-00000251,POL000351,CUST002144,COV000251,2024-01-15,2024-01-19,subrogation,liability,573.66,30.12
CLM000252,CN-00000252,POL000352,CUST000020,COV000252,2025-05-22,2025-05-28,open,collision,208.03,37.96
CLM000253,CN-00000253,POL000353,CUST003627,COV000253,2025-05-07,2025-05-07,open,other,305.42,25.22
CLM000254,CN-00000254,POL000354,CUST004552,COV000254,2025-04-21,2025-04-23,subrogation,liability,286.39,22.13
CLM000255,CN-00000255,POL000355,CUST000979,COV000255,2024-06-26,2024-07-03,closed,other,744.28,221.17
CLM000256,CN-00000256,POL000356,CUST004928,COV000256,2024-02-21,2024-03-05,closed,liability,374.04,51.87
CLM000257,CN-00000257,POL000357,CUST004439,COV000257,2024-07-30,2024-08-12,open,collision,602.61,61.87
CLM000258,CN-00000258,POL000358,CUST004161,COV000258,2024-02-18,2024-02-26,subrogation,water_damage,998.79,120.82
CLM000259,CN-00000259,POL000359,CUST000207,COV000259,2025-07-25,2025-07-25,open,weather,895.45,139.74
CLM000260,CN-00000260,POL000360,CUST000396,COV000260,2024-12-21,2024-12-21,closed,fire,615.15,120.36
CLM000261,CN-00000261,POL000361,CUST003540,COV000261,2025-02-27,2025-03-03,open,liability,744.33,132.72
CLM000262,CN-00000262,POL000362,CUST001933,COV000262,2026-08-12,2026-08-18,reopened,theft,927.69,90.25
CLM000263,CN-00000263,POL000363,CUST001124,COV000263,2026-02-21,2026-02-21,closed,fire,595.66,113.33
CLM000264,CN-00000264,POL000364,CUST003671,COV000264,2025-11-04,2025-11-16,subrogation,fire,696.97,197.11
CLM000265,CN-00000265,POL000365,CUST002841,COV000265,2024-10-14,2024-10-25,reopened,fire,209.32,10.07
CLM000266,CN-00000266,POL000366,CUST002192,COV000266,2026-03-25,2026-04-02,denied,other,357.19,101.37
CLM000267,CN-00000267,POL000367,CUST002630,COV000267,2026-01-24,2026-01-26,closed,theft,757.82,183.71
CLM000268,CN-00000268,POL000368,CUST001836,COV000268,2024-02-08,2024-02-11,closed,other,478.48,77.65
CLM000269,CN-00000269,POL000369,CUST002900,COV000269,2025-10-04,2025-10-11,subrogation,theft,418.09,86.31
CLM000270,CN-00000270,POL000370,CUST004197,COV000270,2024-04-07,2024-04-18,subrogation,water_damage,246.92,29.12
CLM000271,CN-00000271,POL000371,CUST002484,COV000271,2026-04-06,2026-04-15,denied,weather,899.04,55.15
CLM000272,CN-00000272,POL000372,CUST000823,COV000272,2026-09-05,2026-09-07,closed,other,764.47,204.72
CLM000273,CN-00000273,POL000373,CUST004617,COV000273,2025-11-24,2025-12-08,denied,weather,841.92,47.4
CLM000274,CN-00000274,POL000374,CUST001853,COV000274,2026-08-14,2026-08-18,open,other,596.28,21.35
CLM000275,CN-00000275,POL000375,CUST003159,COV000275,2025-09-10,2025-09-23,closed,water_damage,515.1,35.07
CLM000276,CN-00000276,POL000376,CUST004658,COV000276,2025-09-25,2025-09-25,reopened,liability,5683.58,304.09
CLM000277,CN-00000277,POL000377,CUST000972,COV000277,2025-09-04,2025-09-14,denied,collision,771.47,3.42
CLM000278,CN-00000278,POL000378,CUST002011,COV000278,2024-03-05,2024-03-12,closed,collision,112.17,14.21
CLM000279,CN-00000279,POL000379,CUST002288,COV000279,2025-10-11,2025-10-22,closed,theft,385.69,89.24
CLM000280,CN-00000280,POL000380,CUST004471,COV000280,2024-11-23,2024-12-05,closed,theft,329.66,40.52
CLM000281,CN-00000281,POL000381,CUST003139,COV000281,2024-09-02,2024-09-13,open,liability,857.33,174.85
CLM000282,CN-00000282,POL000382,CUST004899,COV000282,2026-08-24,2026-09-05,closed,theft,530.88,73.46
CLM000283,CN-00000283,POL000383,CUST003395,COV000283,2024-07-22,2024-07-29,closed,other,315.68,7.64
CLM000284,CN-00000284,POL000384,CUST002084,COV000284,2024-05-02,2024-05-03,closed,collision,448.92,19.15
CLM000285,CN-00000285,POL000385,CUST003853,COV000285,2024-07-15,2024-07-23,open,fire,611.02,181.2
CLM000286,CN-00000286,POL000386,CUST000146,COV000286,2026-05-23,2026-05-23,closed,theft,255.81,54.28
CLM000287,CN-00000287,POL000387,CUST004621,COV000287,2025-09-10,2025-09-14,closed,collision,356.87,3.11
CLM000288,CN-00000288,POL000388,CUST004681,COV000288,2025-06-08,2025-06-08,denied,weather,178.44,50.2
CLM000289,CN-00000289,POL000389,CUST002274,COV000289,2024-01-12,2024-01-12,denied,other,461.01,37.72
CLM000290,CN-00000290,POL000390,CUST001778,COV000290,2026-05-13,2026-05-22,closed,theft,748.5,85.64
CLM000291,CN-00000291,POL000391,CUST003498,COV000291,2026-05-18,2026-05-25,closed,other,578.85,161.49
CLM000292,CN-00000292,POL000392,CUST003985,COV000292,2024-10-18,2024-10-21,denied,theft,968.86,203.09
CLM000293,CN-00000293,POL000393,CUST000800,COV000293,2024-03-11,2024-03-17,subrogation,water_damage,354.36,53.59
CLM000294,CN-00000294,POL000394,CUST002051,COV000294,2025-07-20,2025-08-03,reopened,fire,912.76,199.31
CLM000295,CN-00000295,POL000395,CUST000696,COV000295,2026-07-02,2026-07-03,open,fire,109.52,32.84
CLM000296,CN-00000296,POL000396,CUST002833,COV000296,2025-01-10,2025-01-21,open,weather,381.48,107.5
CLM000297,CN-00000297,POL000397,CUST002659,COV000297,2024-03-15,2024-03-27,denied,other,134.57,27.88
CLM000298,CN-00000298,POL000398,CUST001050,COV000298,2024-02-24,2024-03-06,closed,theft,163.48,25.63
CLM000299,CN-00000299,POL000399,CUST002067,COV000299,2025-02-26,2025-03-01,closed,theft,62.83,17.92
CLM000300,CN-00000300,POL000400,CUST004270,COV000300,2025-07-08,2025-07-16,denied,liability,413.24,71.96
CLM000301,CN-00000301,POL000401,CUST003539,COV000301,2024-04-28,2024-05-06,open,collision,291.3,9.83
CLM000302,CN-00000302,POL000402,CUST003246,COV000302,2026-09-01,2026-09-02,closed,other,136.96,39.63
CLM000303,CN-00000303,POL000403,CUST001445,COV000303,2026-04-27,2026-05-01,denied,liability,506.6,104.04
CLM000304,CN-00000304,POL000404,CUST004121,COV000304,2024-07-02,2024-07-11,denied,collision,974.68,193.61
CLM000305,CN-00000305,POL000405,CUST003141,COV000305,2024-01-19,2024-01-28,denied,fire,830.12,150.08
CLM000306,CN-00000306,POL000406,CUST001978,COV000306,2024-08-20,2024-08-26,open,weather,311.17,8.67
CLM000307,CN-00000307,POL000407,CUST000666,COV000307,2026-05-15,2026-05-15,denied,water_damage,461.97,82.5
CLM000308,CN-00000308,POL000408,CUST003647,COV000308,2026-04-11,2026-04-22,closed,other,66.26,10.77
CLM000309,CN-00000309,POL000409,CUST004666,COV000309,2025-04-14,2025-04-26,denied,theft,595.79,4.58
CLM000310,CN-00000310,POL000410,CUST004704,COV000310,2025-12-04,2025-12-13,reopened,other,877.6,144.64
CLM000311,CN-00000311,POL000411,CUST004799,COV000311,2025-08-06,2025-08-08,closed,other,283.59,18.65
CLM000312,CN-00000312,POL000412,CUST003590,COV000312,2024-07-12,2024-07-24,denied,liability,346.68,96.22
CLM000313,CN-00000313,POL000413,CUST002301,COV000313,2024-01-04,2024-01-05,closed,weather,309.41,52.68
CLM000314,CN-00000314,POL000414,CUST001612,COV000314,2025-07-14,2025-07-14,open,water_damage,340.51,96.75
CLM000315,CN-00000315,POL000415,CUST004610,COV000315,2025-05-31,2025-06-06,denied,water_damage,116.73,6.83
CLM000316,CN-00000316,POL000416,CUST004539,COV000316,2025-08-21,2025-08-26,closed,liability,918.35,106.26
CLM000317,CN-00000317,POL000417,CUST004507,COV000317,2024-05-20,2024-05-22,closed,collision,612.97,155.28
CLM000318,CN-00000318,POL000418,CUST002094,COV000318,2025-07-02,2025-07-08,open,theft,646.64,14.95
CLM000319,CN-00000319,POL000419,CUST002620,COV000319,2024-02-06,2024-02-17,closed,water_damage,277.28,82.44
CLM000320,CN-00000320,POL000420,CUST004774,COV000320,2024-04-22,2024-04-28,denied,other,95.27,21.25
CLM000321,CN-00000321,POL000421,CUST000115,COV000321,2025-07-07,2025-07-21,closed,weather,118.09,20.02
CLM000322,CN-00000322,POL000422,CUST002893,COV000322,2025-01-11,2025-01-11,closed,weather,113.4,3.65
CLM000323,CN-00000323,POL000423,CUST001430,COV000323,2026-05-05,2026-05-15,closed,weather,711.66,25.35
CLM000324,CN-00000324,POL000424,CUST001053,COV000324,2025-05-30,2025-06-08,denied,weather,53.76,10.28
CLM000325,CN-00000325,POL000425,CUST002829,COV000325,2024-12-29,2025-01-01,closed,theft,531.91,139.76
CLM000326,CN-00000326,POL000426,CUST000524,COV000326,2024-11-20,2024-11-20,closed,weather,603.41,100.78
CLM000327,CN-00000327,POL000427,CUST001926,COV000327,2026-07-04,2026-07-07,reopened,weather,748.98,32.92
CLM000328,CN-00000328,POL000428,CUST004078,COV000328,2024-09-12,2024-09-25,closed,liability,637.13,70.19
CLM000329,CN-00000329,POL000429,CUST002743,COV000329,2025-09-20,2025-09-30,open,water_damage,501.64,28.32
CLM000330,CN-00000330,POL000430,CUST004836,COV000330,2025-12-22,2025-12-28,closed,weather,79.21,1.19
CLM000331,CN-00000331,POL000431,CUST000615,COV000331,2026-04-25,2026-04-29,reopened,collision,472.11,81.91
CLM000332,CN-00000332,POL000432,CUST003383,COV000332,2025-01-09,2025-01-21,reopened,liability,670.91,35.74
CLM000333,CN-00000333,POL000433,CUST003231,COV000333,2026-06-01,2026-06-06,subrogation,fire,503.1,0.8
CLM000334,CN-00000334,POL000434,CUST002237,COV000334,2025-07-09,2025-07-20,subrogation,fire,107.54,16.39
CLM000335,CN-00000335,POL000435,CUST001887,COV000335,2024-11-17,2024-11-19,reopened,theft,697.43,15.09
CLM000336,CN-00000336,POL000436,CUST000414,COV000336,2024-02-14,2024-02-15,closed,weather,927.31,123.74
CLM000337,CN-00000337,POL000437,CUST004693,COV000337,2025-12-03,2025-12-06,subrogation,weather,220.63,2.56
CLM000338,CN-00000338,POL000438,CUST003111,COV000338,2025-08-14,2025-08-20,reopened,collision,631.24,106.82
CLM000339,CN-00000339,POL000439,CUST000767,COV000339,2024-07-02,2024-07-12,closed,liability,802.19,22.07
CLM000340,CN-00000340,POL000440,CUST002438,COV000340,2024-05-03,2024-05-11,open,collision,289.91,47.35
CLM000341,CN-00000341,POL000441,CUST000590,COV000341,2026-03-01,2026-03-06,reopened,water_damage,437.4,118.36
