policy_id,policy_number,customer_id,agent_id,product_id,policy_status,effective_date,expiration_date,annual_premium,written_premium
POL000059,PN-00000059,CUST002009,AGT00104,PROD0048,cancelled,2024-04-18,2025-04-18,1198.98,1114.08
POL000060,PN-00000060,CUST000712,AGT00271,PROD0042,expired,2024-09-09,2025-09-09,3972.07,3596.4
POL000061,PN-00000061,CUST001481,AGT00347,PROD0002,active,2026-07-15,2027-07-15,9191.91,8352.84
POL000062,PN-00000062,CUST003861,AGT00467,PROD0036,active,2026-01-11,2027-01-11,1009.71,977.82
POL000063,PN-00000063,CUST000548,AGT00017,PROD0038,renewed,2024-05-07,2025-05-07,13968.06,13583.75
POL000064,PN-00000064,CUST003385,AGT00256,PROD0030,expired,2025-08-07,2026-08-07,6987.32,6527.6
POL000065,PN-00000065,CUST003737,AGT00194,PROD0020,cancelled,2025-01-01,2026-01-01,5424.33,5216.84
POL000066,PN-00000066,CUST000477,AGT00107,PROD0017,cancelled,2025-10-29,2026-10-29,1929.15,1891.71
POL000067,PN-00000067,CUST002049,AGT00104,PROD0023,quoted,2023-08-16,2024-08-15,1885.82,1723.58
POL000068,PN-00000068,CUST001674,AGT00294,PROD0021,quoted,2025-01-30,2026-01-30,3319.73,3166.14
POL000069,PN-00000069,CUST001109,AGT00099,PROD0045,issued,2024-05-25,2025-05-25,3072.31,2828.3
POL000070,PN-00000070,CUST000573,AGT00160,PROD0042,quoted,2025-12-01,2026-12-01,4929.04,4665.09
POL000071,PN-00000071,CUST001174,AGT00193,PROD0017,expired,2023-02-05,2024-02-05,6652.82,5996.99
POL000072,PN-00000072,CUST003605,AGT00145,PROD0046,issued,2023-08-06,2024-08-05,5001.45,4874.59
POL000073,PN-00000073,CUST002433,AGT00157,PROD0033,issued,2025-09-04,2026-09-04,6723.6,6678.25
POL000074,PN-00000074,CUST003442,AGT00492,PROD0019,active,2026-02-25,2027-02-25,14765.84,14265.13
POL000075,PN-00000075,CUST003713,AGT00357,PROD0038,active,2025-07-17,2026-07-17,3963.95,3798.71
POL000076,PN-00000076,CUST000440,AGT00224,PROD0037,active,2024-11-01,2025-11-01,12428.28,11614.07
POL000077,PN-00000077,CUST000276,AGT00081,PROD0015,active,2025-01-09,2026-01-09,7756.53,7332.99
POL000078,PN-00000078,CUST000915,AGT00083,PROD0024,active,2026-01-23,2027-01-23,2956.83,2818.07
POL000079,PN-00000079,CUST004583,AGT00309,PROD0006,active,2026-04-26,2027-04-26,10147.48,9975.13
POL000080,PN-00000080,CUST002935,AGT00488,PROD0006,cancelled,2025-02-25,2026-02-25,10276.87,9891.43
POL000081,PN-00000081,CUST000551,AGT00384,PROD0046,expired,2026-04-10,2027-04-10,4361.59,4211.91
POL000082,PN-00000082,CUST002402,AGT00153,PROD0028,active,2024-05-29,2025-05-29,11581.59,10699.37
POL000083,PN-00000083,CUST004786,AGT00004,PROD0002,cancelled,2024-06-12,2025-06-12,1366.49,1253.05
POL000084,PN-00000084,CUST001280,AGT00449,PROD0048,lapsed,2025-12-13,2026-12-13,5822.51,5453.06
POL000085,PN-00000085,CUST002095,AGT00253,PROD0001,renewed,2023-05-22,2024-05-21,7680.96,7498.22
POL000086,PN-00000086,CUST004908,AGT00352,PROD0023,active,2023-04-03,2024-04-02,2136.54,2003.17
POL000087,PN-00000087,CUST000357,AGT00384,PROD0040,active,2024-04-12,2025-04-12,6525.73,6368.31
POL000088,PN-00000088,CUST002816,AGT00463,PROD0003,quoted,2023-09-20,2024-09-19,13641.52,12355.53
POL000089,PN-00000089,CUST002537,AGT00342,PROD0005,quoted,2025-08-03,2026-08-03,7408.3,7281.36
POL000090,PN-00000090,CUST004058,AGT00124,PROD0018,active,2025-05-17,2026-05-17,930.53,847.33
POL000091,PN-00000091,CUST000801,AGT00114,PROD0043,renewed,2024-09-02,2025-09-02,484.88,464.87
POL000092,PN-00000092,CUST001045,AGT00411,PROD0044,active,2023-06-29,2024-06-28,5964.52,5576.86
POL000093,PN-00000093,CUST002652,AGT00432,PROD0012,active,2025-09-26,2026-09-26,5376.07,5224.23
POL000094,PN-00000094,CUST001649,AGT00446,PROD0009,renewed,2026-02-24,2027-02-24,11390.31,11034.1
POL000095,PN-00000095,CUST004114,AGT00174,PROD0006,expired,2024-12-28,2025-12-28,10296.81,10201.33
POL000096,PN-00000096,CUST003206,AGT00267,PROD0033,renewed,2023-05-24,2024-05-23,5408.63,4927.16
POL000097,PN-00000097,CUST002664,AGT00187,PROD0027,expired,2025-05-02,2026-05-02,1489.98,1402.75
POL000098,PN-00000098,CUST004770,AGT00457,PROD0020,expired,2023-03-30,2024-03-29,8615.4,8558.73
POL000099,PN-00000099,CUST001958,AGT00199,PROD0017,cancelled,2025-04-14,2026-04-14,9696.63,9278.39
POL000100,PN-00000100,CUST003036,AGT00161,PROD0008,issued,2025-04-26,2026-04-26,2013.54,1856.3
