policy_id,policy_number,customer_id,agent_id,product_id,policy_status,effective_date,expiration_date,annual_premium,written_premium
POL003501,PN-00003501,CUST004055,AGT00274,PROD0014,cancelled,2024-12-17,2025-12-17,593.94,552.42
POL003639,PN-00003639,CUST000353,AGT00260,PROD0020,renewed,2026-08-10,2027-08-10,9760.39,9426.76
POL001644,PN-00001644,CUST000859,AGT00058,PROD0048,renewed,2025-11-08,2026-11-08,7390.79,6670.57
POL001023,PN-00001023,CUST002328,AGT00229,PROD0035,active,2025-10-08,2026-10-08,14378.8,13865.16
POL000131,PN-00000131,CUST000804,AGT00299,PROD0041,expired,2024-12-02,2025-12-02,997.31,903.02
POL004322,PN-00004322,CUST002576,AGT00398,PROD0023,cancelled,2023-11-17,2024-11-16,12780.92,12284.24
POL003136,PN-00003136,CUST000350,AGT00346,PROD0040,expired,2025-05-13,2026-05-13,11103.46,10964.0
POL000842,PN-00000842,CUST004564,AGT00365,PROD0002,cancelled,2023-03-08,2024-03-07,14365.76,13004.74
POL002841,PN-00002841,CUST004766,AGT00092,PROD0018,renewed,2023-10-09,2024-10-08,6892.09,6385.77
POL001562,PN-00001562,CUST003812,AGT00139,PROD0050,expired,2024-03-01,2025-03-01,5194.26,4984.89
POL004388,PN-00004388,CUST001583,AGT00401,PROD0030,expired,2026-09-12,2027-09-12,4980.52,4586.27
POL003169,PN-00003169,CUST000394,AGT00421,PROD0022,expired,2024-01-16,2025-01-15,9830.01,9153.06
POL004500,PN-00004500,CUST002486,AGT00024,PROD0006,cancelled,2025-11-09,2026-11-09,8322.09,7960.27
POL003106,PN-00003106,CUST000570,AGT00018,PROD0001,active,2025-05-02,2026-05-02,8922.4,8577.3
POL002557,PN-00002557,CUST003721,AGT00048,PROD0003,cancelled,2023-01-08,2024-01-08,13054.86,12948.74
POL004847,PN-00004847,CUST003821,AGT00168,PROD0021,cancelled,2023-05-05,2024-05-04,11272.99,11233.38
POL004967,PN-00004967,CUST003047,AGT00173,PROD0002,active,2023-09-08,2024-09-07,3325.46,3094.37
POL000147,PN-00000147,CUST002333,AGT00045,PROD0010,renewed,2026-07-28,2027-07-28,7057.22,6621.69
POL001383,PN-00001383,CUST001800,AGT00428,PROD0015,cancelled,2026-05-02,2027-05-02,3871.34,3564.54
POL001915,PN-00001915,CUST004815,AGT00090,PROD0007,active,2026-07-31,2027-07-31,2996.54,2803.98
POL000541,PN-00000541,CUST000190,AGT00208,PROD0037,renewed,2026-06-29,2027-06-29,10322.03,9609.98
POL001695,PN-00001695,CUST000768,AGT00231,PROD0029,renewed,2024-07-25,2025-07-25,8583.33,8561.08
POL004955,PN-00004955,CUST000296,AGT00419,PROD0002,expired,2026-05-26,2027-05-26,2890.21,2718.97
POL002924,PN-00002924,CUST003126,AGT00275,PROD0027,expired,2025-02-14,2026-02-14,7162.09,6740.77
POL002024,PN-00002024,CUST001154,AGT00438,PROD0004,cancelled,2024-07-12,2025-07-12,1609.37,1475.74
POL004697,PN-00004697,CUST000334,AGT00132,PROD0050,expired,2025-06-28,2026-06-28,9883.28,8956.05
POL004606,PN-00004606,CUST001193,AGT00354,PROD0033,renewed,2024-02-04,2025-02-03,10911.94,10706.78
POL000925,PN-00000925,CUST003110,AGT00220,PROD0033,cancelled,2024-09-12,2025-09-12,7169.34,6920.07
POL001698,PN-00001698,CUST003652,AGT00182,PROD0042,renewed,2023-09-28,2024-09-27,13429.06,12156.57
POL003351,PN-00003351,CUST000629,AGT00091,PROD0006,active,2023-11-27,2024-11-26,13504.74,12581.11
POL004000,PN-00004000,CUST002746,AGT00415,PROD0045,expired,2023-09-06,2024-09-05,11988.71,11092.85
POL002464,PN-00002464,CUST003167,AGT00455,PROD0021,renewed,2024-03-15,2025-03-15,362.57,335.76
POL004237,PN-00004237,CUST004105,AGT00464,PROD0046,active,2026-03-16,2027-03-16,5592.71,5180.87
POL002832,PN-00002832,CUST003765,AGT00015,PROD0008,cancelled,2024-04-09,2025-04-09,9738.42,9448.61
POL002438,PN-00002438,CUST000349,AGT00160,PROD0004,renewed,2023-03-02,2024-03-01,13054.45,11884.77
POL004153,PN-00004153,CUST004188,AGT00051,PROD0019,renewed,2023-06-11,2024-06-10,4377.76,4132.14
POL002221,PN-00002221,CUST002558,AGT00123,PROD0038,cancelled,2025-08-30,2026-08-30,14907.79,14234.99
POL003516,PN-00003516,CUST001178,AGT00034,PROD0047,renewed,2023-01-16,2024-01-16,12805.78,11771.42
POL003695,PN-00003695,CUST004386,AGT00439,PROD0050,active,2023-03-01,2024-02-29,7511.56,7443.59
POL004578,PN-00004578,CUST002723,AGT00425,PROD0042,renewed,2026-06-02,2027-06-02,8288.31,7914.75
POL002883,PN-00002883,CUST004403,AGT00441,PROD0029,renewed,2025-10-17,2026-10-17,7298.75,7017.38
POL002192,PN-00002192,CUST000357,AGT00228,PROD0020,renewed,2023-05-21,2024-05-20,9108.23,8394.63
POL004962,PN-00004962,CUST000626,AGT00055,PROD0025,expired,2024-11-06,2025-11-06,3469.08,3420.52
POL001850,PN-00001850,CUST002678,AGT00453,PROD0016,renewed,2026-03-17,2027-03-17,5962.25,5867.97
POL001934,PN-00001934,CUST004058,AGT00424,PROD0003,active,2024-08-10,2025-08-10,3489.73,3465.92
POL002180,PN-00002180,CUST004662,AGT00132,PROD0038,renewed,2023-01-04,2024-01-04,14137.4,13183.92
POL003632,PN-00003632,CUST004613,AGT00491,PROD0027,active,2023-09-14,2024-09-13,10941.01,10176.66
POL000497,PN-00000497,CUST000551,AGT00293,PROD0015,cancelled,2024-07-21,2025-07-21,4752.88,4415.64
POL004115,PN-00004115,CUST000290,AGT00084,PROD0001,expired,2023-08-17,2024-08-16,13718.8,12867.72
POL002331,PN-00002331,CUST004875,AGT00427,PROD0021,cancelled,2024-09-28,2025-09-28,13119.47,12505.88
POL003394,PN-00003394,CUST004143,AGT00417,PROD0021,renewed,2024-02-03,2025-02-02,13349.37,13341.74
POL003712,PN-00003712,CUST002063,AGT00290,PROD0009,renewed,2023-10-22,2024-10-21,11347.37,10915.07
POL000171,PN-00000171,CUST001435,AGT00184,PROD0041,renewed,2023-05-19,2024-05-18,1822.4,1675.94
POL001136,PN-00001136,CUST004493,AGT00456,PROD0033,expired,2025-11-28,2026-11-28,14058.92,13391.52
POL001990,PN-00001990,CUST001739,AGT00468,PROD0009,cancelled,2026-09-10,2027-09-10,356.14,327.41
POL003505,PN-00003505,CUST000176,AGT00478,PROD0022,renewed,2024-07-23,2025-07-23,10479.51,10373.06
POL004638,PN-00004638,CUST003158,AGT00030,PROD0026,active,2026-03-10,2027-03-10,6218.17,5787.62
POL002009,PN-00002009,CUST002134,AGT00444,PROD0014,active,2024-05-12,2025-05-12,14070.76,13993.39
POL004080,PN-00004080,CUST001336,AGT00165,PROD0035,active,2024-10-14,2025-10-14,13063.3,12179.72
POL004280,PN-00004280,CUST003673,AGT00340,PROD0023,cancelled,2025-03-02,2026-03-02,5702.55,5323.96
POL002186,PN-00002186,CUST000803,AGT00115,PROD0050,expired,2025-06-13,2026-06-13,10632.7,9931.19
POL003108,PN-00003108,CUST003856,AGT00302,PROD0049,cancelled,2023-12-11,2024-12-10,6023.55,5594.71
POL003418,PN-00003418,CUST004989,AGT00391,PROD0019,active,2023-11-28,2024-11-27,5510.7,5044.57
POL003679,PN-00003679,CUST004183,AGT00153,PROD0005,cancelled,2025-03-04,2026-03-04,10912.65,10776.6
POL002203,PN-00002203,CUST002529,AGT00101,PROD0013,renewed,2024-08-04,2025-08-04,8588.42,8341.32
POL003026,PN-00003026,CUST003102,AGT00481,PROD0014,active,2026-05-10,2027-05-10,2555.22,2462.46
POL001228,PN-00001228,CUST003535,AGT00018,PROD0023,renewed,2026-07-08,2027-07-08,1575.2,1491.84
POL001692,PN-00001692,CUST000395,AGT00191,PROD0001,renewed,2024-01-04,2025-01-03,9064.52,8557.1
POL001291,PN-00001291,CUST001693,AGT00348,PROD0006,expired,2024-04-26,2025-04-26,2180.2,1969.22
POL004492,PN-00004492,CUST001863,AGT00383,PROD0006,cancelled,2025-08-20,2026-08-20,10959.83,10630.64
POL003210,PN-00003210,CUST000151,AGT00342,PROD0001,expired,2026-05-10,2027-05-10,14192.24,13465.23
POL004588,PN-00004588,CUST002832,AGT00483,PROD0003,cancelled,2024-05-29,2025-05-29,14830.3,14463.03
POL003930,PN-00003930,CUST004132,AGT00357,PROD0016,renewed,2024-03-15,2025-03-15,2873.98,2695.59
POL004373,PN-00004373,CUST004480,AGT00365,PROD0039,expired,2026-01-10,2027-01-10,1730.29,1639.06
POL001379,PN-00001379,CUST004767,AGT00014,PROD0003,active,2024-05-06,2025-05-06,11457.39,11395.05
POL003793,PN-00003793,CUST001010,AGT00402,PROD0001,cancelled,2024-06-24,2025-06-24,11554.94,11340.09
POL001060,PN-00001060,CUST004721,AGT00031,PROD0018,expired,2023-08-31,2024-08-30,2058.49,1943.85
POL001518,PN-00001518,CUST001730,AGT00195,PROD0010,cancelled,2024-07-13,2025-07-13,10644.67,10240.89
POL004665,PN-00004665,CUST002682,AGT00451,PROD0049,expired,2024-04-22,2025-04-22,13392.6,12683.35
POL003736,PN-00003736,CUST003354,AGT00338,PROD0004,renewed,2025-04-01,2026-04-01,3545.53,3541.09
POL002532,PN-00002532,CUST000388,AGT00427,PROD0024,renewed,2025-03-14,2026-03-14,14949.85,13861.82
POL000979,PN-00000979,CUST003276,AGT00292,PROD0007,cancelled,2023-04-04,2024-04-03,11317.41,10895.49
POL000600,PN-00000600,CUST002548,AGT00442,PROD0032,active,2026-02-04,2027-02-04,9694.73,8865.45
POL003462,PN-00003462,CUST000355,AGT00299,PROD0035,active,2023-04-20,2024-04-19,12319.01,12097.2
POL003428,PN-00003428,CUST000845,AGT00429,PROD0032,renewed,2024-08-10,2025-08-10,1351.16,1329.5
POL004624,PN-00004624,CUST003532,AGT00208,PROD0012,renewed,2023-10-22,2024-10-21,7640.08,6942.68
POL004396,PN-00004396,CUST003058,AGT00455,PROD0018,renewed,2026-04-18,2027-04-18,6067.42,6006.46
POL004804,PN-00004804,CUST004814,AGT00346,PROD0035,cancelled,2026-01-24,2027-01-24,7059.57,6801.11
POL004085,PN-00004085,CUST000409,AGT00291,PROD0044,expired,2025-02-20,2026-02-20,8811.18,8618.39
POL001074,PN-00001074,CUST003682,AGT00041,PROD0027,active,2024-10-29,2025-10-29,1122.27,1085.25
POL004732,PN-00004732,CUST001638,AGT00381,PROD0013,renewed,2025-09-27,2026-09-27,3294.67,3282.7
POL001534,PN-00001534,CUST002887,AGT00134,PROD0026,expired,2026-08-05,2027-08-05,4195.78,3876.34
POL002322,PN-00002322,CUST003073,AGT00172,PROD0026,expired,2026-03-04,2027-03-04,4549.78,4387.46
POL000673,PN-00000673,CUST000113,AGT00141,PROD0007,cancelled,2024-10-22,2025-10-22,9619.78,9272.24
POL004957,PN-00004957,CUST004867,AGT00160,PROD0019,renewed,2024-07-13,2025-07-13,11077.64,10839.55
POL004633,PN-00004633,CUST002468,AGT00410,PROD0034,cancelled,2026-07-27,2027-07-27,1374.51,1363.28
POL001284,PN-00001284,CUST001418,AGT00317,PROD0022,active,2026-04-18,2027-04-18,8464.25,8390.73
POL002777,PN-00002777,CUST002413,AGT00488,PROD0008,cancelled,2025-09-04,2026-09-04,11113.43,10962.56
POL002950,PN-00002950,CUST002945,AGT00197,PROD0026,active,2023-07-25,2024-07-24,1548.67,1422.74
POL002050,PN-00002050,CUST003973,AGT00326,PROD0045,cancelled,2025-08-10,2026-08-10,14879.69,13690.89
POL000285,PN-00000285,CUST003417,AGT00235,PROD0035,active,2023-05-19,2024-05-18,9166.37,9004.02
POL001831,PN-00001831,CUST004059,AGT00023,PROD0017,cancelled,2025-04-23,2026-04-23,4361.25,4065.86
POL001289,PN-00001289,CUST000985,AGT00008,PROD0034,expired,2025-04-26,2026-04-26,11717.47,11266.02
POL003475,PN-00003475,CUST001747,AGT00193,PROD0010,renewed,2024-04-14,2025-04-14,14921.73,13933.82
POL002117,PN-00002117,CUST001430,AGT00298,PROD0044,expired,2024-07-30,2025-07-30,4202.18,4193.38
POL004836,PN-00004836,CUST002523,AGT00244,PROD0022,cancelled,2023-01-28,2024-01-28,12134.69,12005.72
POL002943,PN-00002943,CUST004499,AGT00482,PROD0020,renewed,2023-12-29,2024-12-28,9357.23,9311.47
POL002720,PN-00002720,CUST001142,AGT00304,PROD0041,expired,2023-11-12,2024-11-11,14728.81,13940.37
POL003730,PN-00003730,CUST004778,AGT00048,PROD0027,active,2025-03-04,2026-03-04,6757.32,6616.77
POL004781,PN-00004781,CUST001887,AGT00239,PROD0014,expired,2025-07-20,2026-07-20,3352.29,3301.66
POL004363,PN-00004363,CUST002199,AGT00167,PROD0049,cancelled,2025-04-10,2026-04-10,7807.69,7369.74
POL001632,PN-00001632,CUST000291,AGT00128,PROD0013,active,2025-05-18,2026-05-18,12375.97,12179.65
POL001121,PN-00001121,CUST000617,AGT00409,PROD0012,renewed,2023-11-04,2024-11-03,9924.34,9908.91
POL000705,PN-00000705,CUST002363,AGT00365,PROD0047,active,2023-08-01,2024-07-31,2806.8,2757.06
POL003467,PN-00003467,CUST003562,AGT00431,PROD0050,cancelled,2024-08-23,2025-08-23,4882.25,4677.84
POL003425,PN-00003425,CUST003075,AGT00136,PROD0037,active,2023-08-28,2024-08-27,7464.33,6725.01
POL002696,PN-00002696,CUST000626,AGT00166,PROD0018,cancelled,2023-03-25,2024-03-24,2586.79,2581.61
POL002451,PN-00002451,CUST001755,AGT00227,PROD0033,renewed,2025-01-31,2026-01-31,10535.57,9969.27
